Card Name,Rarity,Number,Price,Market Price,Listing Count,Mention Count
Jack's Knight (UTR),Ultimate Rare,#EEN-EN005,$5.00,$16.11,83,0
Chaos Valkyria (CR),Collector's Rare,#TOCH-EN008,$28.11,$32.20,38,0
Dark Magician Girl the Dragon Knight,Ultra Rare,#DLCS-EN006,$3.17,$3.68,56,0
"Buster Blader, the Dragon Destroyer Swordsman",Rare,#MAGO-EN101,$0.09,$0.82,92,0
Rainbow Bridge of Salvation,Prismatic Secret Rare,#MP22-EN270,$0.45,$0.59,204,0
Gravity Behemoth,Ultra Rare,#CP08-EN001 ,$13.95,$16.07,11,0
Eldlixir of Scarlet Sanguine,Rare,#MGED-EN125,$0.47,$0.68,143,0
Brigrand the Glory Dragon,Ultra Rare,#PHRA-EN031,$0.74,$1.46,74,0
Sanga of the Thunder,Super Rare,#MRD-025,$0.29,$4.43,169,0
"Alpha, the Master of Beasts (Starlight Rare)",Starlight Rare,#PHRA-EN023,$85.00,$128.46,52,0
Super Polymerization,Super Rare,#OP09-EN009,$3.49,$4.94,70,60
Destiny HERO - Dasher (Secret Rare),Secret Rare,#SGX1-ENB05,$1.00,$1.69,84,0
Trickstar Lilybell,Super Rare,#OP06-EN012,$0.98,$2.14,38,0
Star Eater (UTR),Ultimate Rare,#JOTL-EN047,$12.00,$14.26,76,0
Tempest Magician,Super Rare,#SOVR-ENSE1,$2.15,$4.14,43,0
Kuraz the Light Monarch,Super Rare,#LODT-ENSE1,$1.89,$3.13,78,0
Lavalval Chain,Duel Terminal Ultra Parallel Rare,#DT07-EN035,$35.99,$42.77,27,0
Evil Twin's Trouble Sunny,Prismatic Secret Rare,#MP22-EN216,$0.35,$0.45,228,1
"Graff, Malebranche of the Burning Abyss",Super Rare,#AP08-EN007,$1.50,$4.42,44,0
Red Nova Dragon (UTR),Ultimate Rare,#STBL-EN042,$31.04,$32.00,26,0
Spellbook of Fate (CR),Collector's Rare,#MAZE-EN059,$10.16,$12.80,76,0
Burial from a Different Dimension,Ultra Rare,#DP03-EN026,$7.34,$15.98,39,0
Necrovalley,Rare,#DL3-001,$0.75,$4.26,118,14
Rescue Cat,Common / Short Print,#FET-EN033,$0.93,$1.80,184,8
Sage with Eyes of Blue (Green),Ultra Rare,#LDS2-EN011,$4.25,$4.73,25,0
Fossil Warrior Skull Knight,Secret Rare,#BLAR-EN007,$5.78,$7.09,35,0
Gate Guardian of Wind and Water,Super Rare,#MAZE-EN005,$0.15,$0.61,169,0
Hero Blast,Super Rare,#RYMP-EN032,$0.66,$1.96,41,1
Constellar Ptolemy M7,Duel Terminal Ultra Parallel Rare,#DT07-EN089,$15.00,$25.47,24,0
Raidraptor - Force Strix,Secret Rare,#WIRA-EN022,$7.37,$9.79,50,2
Melffy of the Forest,Ultra Rare,#ROTD-EN044,$3.00,$3.18,48,0
Tsukuyomi,Ultra Rare,#DUSA-EN052,$3.25,$4.89,68,0
Darklord Ukoback,Ultra Rare,#DUSA-EN022,$2.49,$3.26,77,0
Morphing Jar,Ultra Rare,#LCYW-EN121,$2.84,$4.54,70,0
Hecatrice,Secret Rare,#PP02-EN019,$65.80,$126.98,24,0
"Ryko, Lightsworn Hunter",Gold Rare,#GLD4-EN024,$3.49,$9.75,23,0
Marincess Mandarin,Common / Short Print,#MP20-EN147,$0.39,$0.65,38,0
Traptrix Rafflesia,Secret Rare,#BOSH-EN099,$4.15,$7.04,122,6
Summoned Skull,Ultra Rare,#MRD-EN003,$20.87,$21.11,10,9
Machine Duplication,Super Rare,#OP08-EN008,$1.90,$4.22,50,2
Toon World,Super Rare,#MRL-076,$0.25,$4.52,234,2
Uni-Zombie,Ultra Rare,#BLRR-EN074,$0.20,$1.14,78,0
Star Eater,Secret Rare,#MP14-EN096,$6.00,$6.66,47,0
Battle Fader,Ultra Rare,#DUSA-EN080,$1.49,$2.75,47,4
Gagaga Cowboy,Super Rare,#CT10-EN010,$1.75,$2.48,72,4
Boot Sector Launch,Common / Short Print,#SDRR-EN026,$0.44,$0.81,68,0
Cyberdark Dragon,Ultra Rare,#CDIP-EN035,$3.98,$14.04,74,0
Number 107: Galaxy-Eyes Tachyon Dragon (UTR),Ultimate Rare,#LTGY-EN044,$12.97,$21.05,63,0
Dragon Knight Draco-Equiste (Ghost Rare),Ghost Rare,#DREV-EN038,$17.95,$42.09,64,0
Painful Decision,Secret Rare,#MP16-EN151,$0.92,$2.07,117,0
Marincess Sea Horse,Ultra Rare,#RIRA-EN003,$2.06,$2.63,36,2
Arc Rebellion Xyz Dragon,Secret Rare,#PHRA-EN041,$2.33,$3.32,72,2
Gift Card,Common / Short Print,#TAEV-EN078,$3.75,$4.50,54,1
Recurring Nightmare,Secret Rare,#FOTB-EN066,$5.49,$17.99,59,0
Sky Scourge Norleras (UTR),Ultimate Rare,#FOTB-EN022,$9.80,$31.48,54,0
Number 95: Galaxy-Eyes Dark Matter Dragon,Gold Secret Rare,#PGL2-EN015,$2.50,$3.07,105,0
Book of Eclipse,Super Rare,#AP08-EN012,$0.98,$3.07,76,4
Judgment Dragon,Ultra Rare,#BLLR-EN041,$0.50,$3.07,46,4
"Baxia, Brightness of the Yang Zing",Secret Rare,#DUEA-EN051,$6.47,$6.29,52,0
Scrapyard,Super Rare,#DREV-EN047,$3.40,$5.46,76,0
Harpie Channeler (UTR),Ultimate Rare,#LTGY-EN035,$12.80,$17.94,84,0
Subterror Behemoth Umastryx,Ultra Rare,#TDIL-EN083,$5.00,$5.98,42,0
Avenging Knight Parshath (TDGS-ENSP1),Super Rare,#TDGS-ENSP1,$9.00,$15.69,25,0
Galaxy-Eyes Afterglow Dragon,Ultra Rare,#MAMA-EN057,$0.38,$0.66,182,2
Raidraptor - Force Strix,Super Rare,#OP14-EN008,$1.90,$2.28,62,2
Dark Simorgh,Super Rare,#CT08-EN006,$1.00,$2.32,82,0
Blue-Eyes Alternative White Dragon (Blue),Ultra Rare,#LDS2-EN008,$8.65,$8.94,46,0
Blue-Eyes Jet Dragon (Starlight Rare),Starlight Rare,#BACH-EN004,$121.59,$125.11,27,0
Five-Headed Dragon,Ultra Rare,#LC03-EN004,$0.50,$1.39,128,0
Old Vindictive Magician,Ultra Rare,#STP4-EN002,$49.00,$125.00,11,0
"Raviel, Lord of Phantasms",Ultra Rare,#DR04-EN123,$50.00,$124.98,21,0
Satellarknight Unukalhai,Super Rare,#AP07-EN005,$2.50,$3.47,54,0
Heavenly Zephyr - Miradora (Starlight Rare),Starlight Rare,#BLVO-EN029,$34.99,$62.44,38,0
Sky Striker Ace - Kagari,Ultra Rare,#DUOV-EN060,$0.99,$1.20,66,0
Neo Space Connector,Super Rare,#SOFU-ENSE3,$0.41,$1.54,73,0
Cursed Eldland,Super Rare,#SESL-EN028,$1.08,$2.31,70,0
Yubel - Terror Incarnate (UTR),Ultimate Rare,#PTDN-EN007,$6.50,$15.57,61,0
Seven Cities of the Golden Land,Ultra Rare,#BLVO-EN062,$0.85,$1.83,100,0
Chaos-End Master,Secret Rare,#RGBT-EN092,$14.99,$24.87,11,0
Trickstar Reincarnation,Rare,#MAGO-EN161,$0.85,$1.68,60,0
Foolish Burial Goods,Super Rare,#DASA-EN058,$0.57,$1.15,126,12
Torrential Tribute,Secret Rare,#LCJW-EN294,$4.00,$7.76,103,0
Mystical Space Typhoon,Secret Rare,#LCJW-EN285,$2.77,$6.20,77,0
Clear Wing Synchro Dragon (Ghost Rare),Ghost Rare,#CROS-EN046,$29.98,$41.24,93,0
Naturia Beast,Duel Terminal Ultra Parallel Rare,#DT02-EN032,$74.99,$123.66,29,9
Masked HERO Blast,Ultra Rare,#JUMP-EN078,$6.49,$7.27,21,1
Fossil Dyna Pachycephalo,Super Rare,#CT08-EN012,$0.77,$2.13,40,0
Slifer the Sky Dragon (JMPS-EN005),Ultra Rare,#JMPS-EN005,$14.98,$41.17,36,0
Magic Deflector,Super Rare,#OP03-EN011,$3.73,$4.94,51,0
The Weather Painter Snow,Secret Rare,#SPWA-EN029,$5.95,$8.23,40,0
Sakuretsu Armor,Super Rare,#LCYW-EN288,$3.50,$7.26,75,0
Light-Imprisoning Mirror,Ultra Rare,#MAMA-EN096,$0.14,$0.45,195,0
Galaxy Trance,Rare,#SOFU-EN056,$1.07,$1.76,39,0
Blue-Eyes White Dragon,Ultra Rare,#MVP1-ENSE4,$0.85,$1.81,57,42
Black Metal Dragon,Common / Short Print,#SGX3-ENB07,$0.45,$0.48,29,0
Chaos Scepter Blast,Ultra Rare,#DUSA-EN025,$1.14,$3.23,46,0
Elemental Hero Wildheart,Secret Rare,#GSE-EN001,$0.25,$4.38,81,0
Predaplant Darlingtonia Cobra,Common / Short Print,#MACR-EN010,$0.25,$1.19,124,0
Beginning Knight,Super Rare,#MP16-EN123,$2.00,$3.71,55,0
Herald of Orange Light,Rare,#TDGS-EN082,$0.89,$1.44,104,0
Book of Eclipse,Rare,#TAMA-EN041,$0.12,$0.25,189,4
Supreme King Gate Zero,Super Rare,#MACR-EN017,$0.37,$1.61,131,0
Kozmo Dark Planet,Secret Rare,#SHVI-EN085,$3.00,$4.37,43,0
Bottomless Trap Hole,Ultra Rare,#BLRR-EN101,$1.00,$1.51,67,5
Black Luster Soldier - Soldier of Chaos (Ghost Rare),Ghost Rare,#GFTP-EN132,$97.99,$122.22,34,0
Black Metal Dragon,Common / Short Print,#LDS1-EN008,$0.40,$1.21,110,0
Reptilianne Vaskii,Rare,#ABPF-EN018,$1.22,$2.84,81,0
Ghost Belle & Haunted Mansion (Alternate Art),Premium Gold Rare,#MAGO-EN012,$1.49,$2.18,73,0
Ancient Gear Gadjiltron Dragon,Ultra Rare,#SD10-EN001,$0.15,$1.14,135,0
Blue-Eyes Toon Dragon,Super Rare,#DB1-EN066,$6.00,$24.39,51,0
"Don't Slip, the Dogs of War",Ultra Rare,#BLMR-EN010,$0.03,$0.14,170,1
Brotherhood of the Fire Fist - Bear (UTR),Ultimate Rare,#CBLZ-EN024,$6.00,$12.19,64,0
"Retaliating ""C""",Ultra Rare,#GFP2-EN108,$0.10,$0.42,223,0
Pot of Acquisitiveness,Super Rare,#INOV-EN065,$0.75,$2.03,108,1
Herald of Orange Light (Shatterfoil),Shatterfoil Rare,#BP03-EN050,$4.00,$6.09,55,0
Foolish Burial,Common / Short Print,#SDPD-EN027,$0.75,$1.56,77,66
Tearlaments Havnis,Super Rare,#OP21-EN006,$0.25,$0.52,97,1
Necroworld Banshee,Ultra Rare,#GFP2-EN114,$0.22,$0.63,254,0
Mannadium Abscission,Super Rare,#CYAC-EN057,$0.10,$0.31,147,0
Slifer the Sky Dragon,Secret Rare,#MVP1-ENS57,$1.93,$2.76,76,6
Pyramid Turtle,Secret Rare,#LCYW-EN245,$2.52,$5.28,52,0
"Nephthys, the Sacred Flame",Secret Rare,#HISU-EN008,$0.85,$1.84,69,0
Number 92: Heart-eartH Dragon,Ultra Rare,#CBLZ-EN045,$24.00,$30.35,61,1
Archnemeses Eschatos,Ultra Rare,#ETCO-EN009,$2.90,$3.57,83,0
Malefic Paradox Dragon,Secret Rare,#YMP1-EN007,$3.46,$4.85,61,0
Magician of Faith,Ultra Rare,#DUSA-EN044,$4.25,$6.06,62,0
"Radian, the Multidimensional Kaiju",Common / Short Print,#SDSA-EN012,$0.49,$1.66,67,3
Ursarctic Big Dipper,Ultra Rare,#ANGU-EN038,$2.50,$3.56,54,1
Mist Valley Apex Avian,Duel Terminal Rare Parallel Rare,#DT02-EN079,$13.91,$20.16,32,3
Vaylantz Wakening - Solo Activation,Ultra Rare,#DABL-EN068,$0.10,$0.87,175,0
King's Knight (CR),Collector's Rare,#KICO-EN027,$19.49,$24.16,36,0
The Legendary Exodia Incarnate,Ultra Rare,#LDK2-ENY01,$1.02,$1.49,111,0
Mirrorjade the Iceblade Dragon,Ultra Rare,#SDAZ-EN041,$0.25,$0.32,267,4
Spell Power Mastery,Super Rare,#SR08-EN022,$1.48,$2.32,90,0
Dimension Wall (UTR),Ultimate Rare,#CRV-EN059,$5.07,$10.96,43,0
Grandmaster of the Six Samurai,Secret Rare,#STON-EN000,$49.99,$120.50,45,0
Mannadium Fearless,Super Rare,#CYAC-EN013,$0.10,$0.28,177,0
Kashtira Shangri-Ira,Super Rare,#DABL-EN045,$0.08,$0.35,268,0
"Grapha, Dragon Lord of Dark World",Ultra Rare,#SDGU-EN001,$0.50,$2.11,174,0
Torrential Tribute,Ultra Rare,#DB1-EN228,$0.99,$7.07,73,0
Divine Grace - Northwemko (UTR),Ultimate Rare,#SOVR-EN039,$7.49,$20.02,52,0
Graceful Charity,Rare,#DB2-EN095,$2.25,$20.01,47,0
Dark Hole,Secret Rare,#LCJW-EN283,$1.75,$4.80,102,8
Majesty's Fiend,Secret Rare,#PRIO-EN034,$6.50,$9.23,75,0
Mystical Shine Ball (Starfoil),Starfoil Rare,#BATT-EN014,$42.50,$39.99,10,0
Solemn Strike,Ultra Rare,#DUDE-EN055,$0.59,$1.11,196,10
Sunvine Healer,Ultra Rare,#GFTP-EN023,$0.23,$0.36,205,0
Super Polymerization,Rare,#PTDN-EN046,$2.95,$7.49,77,60
Firewall Dragon,Secret Rare,#MP18-EN062,$1.25,$5.21,94,3
"Kumongous, the Sticky String Kaiju",Common / Short Print,#SDBT-EN010,$0.10,$0.20,85,3
Gearfried the Swordmaster (UTR),Ultimate Rare,#FET-EN022,$12.99,$29.95,52,0
The Beginning of the End,Ultimate Rare,#PTDN-EN053,$12.74,$39.91,80,0
Mind on Air (UTR),Ultimate Rare,#SOD-EN027,$1.35,$8.55,61,0
Guard Mantis,Ultra Rare,#BLMR-EN034,$0.04,$0.14,161,1
Animadorned Archosaur,Rare,#WISU-EN050,$0.07,$0.14,158,4
Armed Dragon Lv7,Secret Rare,#SD1-ENDE1,$2.00,$29.88,66,0
Swordsoul of Taia,Ultra Rare,#MAMA-EN035,$0.18,$0.48,206,0
Tri-Brigade Roar,Super Rare,#CYAC-EN053,$0.09,$0.33,147,0
Borrelguard Dragon,Secret Rare,#BLRR-EN044,$3.99,$4.59,47,0
Amazoness Queen,Common / Short Print,#OP06-EN025,$0.99,$7.02,59,0
Sky Striker Mecha - Shark Cannon,Secret Rare,#DASA-EN036,$0.70,$1.17,176,0
Secret Village of the Spellcasters,Ultra Rare,#MAMA-EN083,$0.34,$0.79,152,1
Dimensional Barrier,Common / Short Print,#SDAZ-EN039,$0.14,$0.24,150,40
Impcantation Candoll,Super Rare,#MP19-EN083,$1.00,$2.25,86,0
Limiter Removal,Parallel Rare,#HL06-EN002,$6.00,$11.90,55,0
Metalsilver Armor,Common / Short Print,#DR1-EN092,$1.10,$4.74,38,0
The Iris Swordsoul,Ultra Rare,#MAMA-EN033,$0.15,$0.47,203,2
Solidarity,Rare,#ANPR-EN054,$0.90,$2.69,60,0
Graydle Dragon,Super Rare,#DOCS-EN048,$4.46,$5.38,33,0
"Redbeard, the Plunder Patroll Matey",Ultra Rare,#GFP2-EN092,$0.22,$0.61,155,0
"Nauya, the Ogdoadic Remnant",Super Rare,#ANGU-EN002,$0.25,$0.61,148,0
Ogdoadic Water Lily,Super Rare,#ANGU-EN010,$0.20,$0.58,161,0
Condemned Darklord,Ultra Rare,#DUOV-EN006,$1.50,$2.04,61,0
Metalzoa,Prismatic Secret Rare,#TFK-002,$0.85,$5.63,94,0
Marauding Captain,Ultra Rare,#LOD-018,$0.98,$5.37,129,0
Wattcastle,Rare,#STBL-EN050,$1.00,$1.23,15,0
Cyber Dragon Infinity (Alternate Art),Premium Gold Rare,#MAGO-EN033,$1.69,$2.51,84,0
Drytron Meteonis Quadrantids (CR),Collector's Rare,#GEIM-EN030,$15.95,$14.74,33,0
"Ryko, Lightsworn Hunter",Common / Short Print,#SDLI-EN015,$0.25,$0.67,55,0
Necrovalley (Secret Pharaoh's Rare),Secret Pharaoh’s Rare,#MAMA-EN109,$89.99,$117.90,25,0
Thunder End Dragon (UTR),Ultimate Rare,#PHSW-EN044,$4.10,$7.86,70,0
Asura Priest,Super Rare,#LOD-071,$1.25,$4.21,157,0
Pre-Preparation of Rites,Super Rare,#SHVI-EN065,$1.75,$3.10,146,12
Queen's Knight (CR),Collector's Rare,#KICO-EN026,$23.99,$29.45,36,0
Dark Magician (UR),Ultra Rare,#MVP1-ENSV3,$0.60,$1.51,102,0
Summoning Curse,Common / Short Print,#OP01-EN026,$0.95,$1.57,52,0
Abyss Soldier (Capsule Monster Coliseum),Super Rare,#CMC-EN001,$1.99,$13.07,67,0
Witchcrafter Holiday,Ultra Rare,#MP20-EN226,$2.19,$2.40,44,0
Manju of the Ten Thousand Hands,Ultra Rare,#GFP2-EN099,$0.34,$0.66,227,0
Jack's Knight (CR),Collector's Rare,#KICO-EN028,$15.00,$19.57,45,0
Cyber Dragon Nova,Super Rare,#OP17-EN006,$0.86,$1.38,74,3
One Day of Peace,Common / Short Print,#PHSW-EN060,$0.96,$1.43,121,2
"Isolde, Two Tales of the Noble Knights",Super Rare,#AMDE-EN052,$0.32,$0.54,180,0
Dandylion,Ultimate Rare,#AP04-EN001,$139.99,$117.13,16,0
Call of the Haunted,Parallel Rare,#HL06-EN005,$7.99,$19.52,39,2
Yubel - The Ultimate Nightmare,Secret Rare,#LCGX-EN199,$2.85,$6.16,69,0
Blue-Eyes White Dragon (Version 2),Common / Short Print,#LDK2-ENK01,$2.99,$4.50,113,0
Pyramid of Light,Common / Short Print,#MOV-EN004,$0.35,$3.90,131,0
Ultimaya Tzolkin,Super Rare,#CORE-ENSE1,$0.95,$1.67,84,0
Foolish Burial Goods,Rare,#MAGO-EN054,$0.79,$2.05,95,12
Light End Dragon,Secret Rare,#RGBT-EN091,$5.00,$14.60,31,0
SPYRAL Quik-Fix,Ultra Rare,#BLMR-EN056,$0.04,$0.16,167,2
Dragon Shrine,Secret Rare,#LCKC-EN075,$2.50,$2.99,82,1
"Tiras, Keeper of Genesis",Secret Rare,#GENF-EN044,$6.00,$8.97,72,0
The First Darklord,Super Rare,#ROTD-EN040,$0.65,$1.24,101,0
The Phantom Knights of Ancient Cloak,Secret Rare,#BLRR-EN061,$1.33,$2.33,81,0
"Reign-Beaux, Overlord of Dark World (UTR)",Ultimate Rare,#STON-EN017,$45.00,$58.23,26,0
Spined Gillman,Common / Short Print,#RGBT-EN034,$0.20,$1.37,34,0
Witchcrafter Potterie,Ultra Rare,#MP20-EN219,$0.10,$0.40,122,0
Sacred Sword of Seven Stars,Super Rare,#LTGY-EN066,$1.44,$5.29,153,0
Kozmo Dark Destroyer,Secret Rare,#DOCS-EN085,$11.35,$16.60,47,0
Locomotion R-Genex,Duel Terminal Ultra Parallel Rare,#DT03-EN039,$4.19,$10.56,26,0
Dark Magician Girl,Super Rare,#STP1-EN002,$2.45,$5.80,53,70
Sky Striker Mecha Modules - Multirole,Common / Short Print,#MP19-EN268,$0.49,$0.63,54,0
Secret Six Samurai - Rihan,Secret Rare,#SPWA-EN006,$1.70,$4.14,39,0
Heavy Storm,Ultra Rare,#LCYW-EN061,$2.00,$3.86,92,7
Evilswarm Nightmare,Common / Short Print,#LEHD-ENC35,$0.40,$0.51,49,6
Ib the World Chalice Justiciar,Secret Rare,#DANE-EN035,$3.15,$5.26,87,0
Dark Magician of Chaos,Ultra Rare,#YGLD-ENC02,$0.40,$1.30,109,0
Gravedigger's Trap Hole,Ultra Rare,#MP21-EN086,$0.26,$0.77,196,4
Helshaddoll Hollow,Ultra Rare,#GFTP-EN007,$0.50,$1.15,109,0
Crush Card Virus (Version 1),Ultra Rare,#LCKC-EN046,$0.25,$1.48,67,0
Dark Magician,Ultra Rare,#DUPO-EN101,$0.05,$0.83,164,437
Gravekeeper's Commandant,Ultra Rare,#LCYW-EN191,$2.58,$8.24,48,3
Creature Swap,Ultra Rare,#LOD-081,$1.55,$7.69,103,0
Gaia Plate the Earth Giant,Ultra Rare,#ANPR-EN094,$6.66,$14.40,41,0
Mischief of the Time Goddess,Secret Rare,#SHVA-EN007,$6.64,$7.67,38,0
Sky Striker Ace - Zeke,Ultra Rare,#DUOV-EN024,$0.25,$1.95,103,0
Plunder Patroll Shipyarrrd,Ultra Rare,#GFP2-EN164,$0.14,$0.54,165,0
Gaia Plate the Earth Giant (UTR),Ultimate Rare,#ANPR-EN094,$9.95,$16.43,55,0
Ghostrick Alucard,Rare,#WIRA-EN046,$2.00,$2.50,44,0
Chimeratech Overdragon (UTR),Ultimate Rare,#POTD-EN034,$66.49,$115.00,27,0
Jinzo,Ultra Rare,#DUSA-EN045,$1.57,$5.00,24,70
Elemental Hero Chaos Neos (Ghost Rare),Ghost Rare,#GLAS-EN036,$75.25,$114.99,31,0
Beast King Barbaros,Ultra Rare,#JUMP-EN032,$0.63,$4.79,73,0
Cyber Dragon Sieger,Common / Short Print,#LDS2-EN034,$0.98,$1.21,77,3
Macro Cosmos,Super Rare,#DR04-EN237,$80.98,$114.95,29,10
Trident Dragion (UTR),Ultimate Rare,#RGBT-EN043,$10.00,$22.96,54,0
Insect Queen,Secret Rare,#CT1-EN005,$0.70,$5.46,109,0
Bahamut Shark,Super Rare,#OP13-EN009,$0.99,$1.82,85,2
Blast Magician (UTR),Ultimate Rare,#FET-EN020,$16.00,$16.37,32,0
"Grapha, Dragon Overlord of Dark World",Ultra Rare,#SR13-EN041,$0.51,$0.57,77,0
Ocean Dragon Lord - Kairyu-Shin,Ultra Rare,#LED9-EN017,$0.44,$1.08,146,0
Eldlixir of Black Awakening,Secret Rare,#SESL-EN029,$3.50,$4.77,56,0
Sunseed Twin,Ultra Rare,#GFTP-EN017,$0.50,$0.80,95,0
Polymerization,Common / Short Print,#SDRR-EN031,$0.50,$0.86,64,48
Ghost Meets Girl - A Masterful Mayakashi Shiranui Saga,Ultra Rare,#MAMA-EN015,$0.03,$0.23,318,1
Gravekeeper's Descendant,Ultra Rare,#LCYW-EN192,$3.25,$4.76,16,0
Magician of Chaos (Blue),Ultra Rare,#LDS3-EN089,$0.15,$0.51,116,0
Buster Blader,Ultra Rare,#PSV-EN050,$5.00,$8.16,12,15
Gilford the Lightning,Secret Rare,#CT2-EN001,$1.00,$5.19,104,0
Mathmech Nabla,Super Rare,#MYFI-EN002,$0.80,$1.01,73,0
"Malacoda, Netherlord of the Burning Abyss",Secret Rare,#SECE-EN085,$7.10,$7.13,40,0
Deep Sea Diva,Rare,#MGED-EN130,$0.15,$0.31,165,4
Elemental HERO Stratos,Super Rare,#CT07-EN006,$3.99,$5.43,24,7
Shaddoll Beast,Ultra Rare,#BLHR-EN083,$0.49,$1.14,107,1
Dark World Lightning,Super Rare,#CP03-EN005,$44.97,$113.98,29,0
Slate Warrior,Secret Rare,#WC4-003,$0.70,$3.56,130,0
Red Nova Dragon,Secret Rare,#CT07-EN005,$1.24,$4.74,63,1
Dark Magical Circle,Secret Rare,#MP17-EN100,$1.33,$3.25,69,0
Shining Angel,Parallel Rare,#HL06-EN006,$6.96,$10.34,13,0
"True King Lithosagym, the Disaster",Super Rare,#RATE-EN019,$0.99,$1.37,141,1
Kycoo the Ghost Destroyer,Common / Short Print,#SDDE-EN007,$1.49,$3.07,16,0
Red-Eyes Darkness Metal Dragon (Alternate Art),Premium Gold Rare,#MGED-EN009,$0.50,$0.86,143,0
Compulsory Evacuation Device,Platinum Rare,#NKRT-EN044,$1.75,$5.40,57,0
Divine Dragon Knight Felgrand (UTR),Ultimate Rare,#SHSP-EN056,$11.99,$22.67,52,0
Solemn Judgment,Rare,#BP01-EN047,$2.87,$8.09,77,72
Blue-Eyes Chaos MAX Dragon,Ultra Rare,#DUPO-EN048,$1.64,$2.22,63,4
Albion the Branded Dragon,Ultra Rare,#LIOV-EN033,$0.99,$1.55,123,6
Personal Spoofing,Super Rare,#OP09-EN012,$1.95,$4.19,63,0
Serpent Night Dragon,Secret Rare,#SRL-EN103,$3.72,$4.19,27,3
"Artemis, the Magistus Moon Maiden",Secret Rare,#BLCR-EN095,$0.20,$0.44,298,0
XY-Dragon Cannon,Ultra Rare,#MFC-051,$1.75,$10.28,86,0
Exodia Necross,Ultra Rare,#DCR-020,$6.96,$16.15,86,0
Ogdoadic Token,Super Rare,#OP18-EN026,$0.12,$0.50,80,0
Toon Black Luster Soldier (CR),Collector's Rare,#TOCH-EN001,$100.94,$113.00,36,0
The Phantom Knights of Torn Scales,Ultra Rare,#MP21-EN168,$0.25,$0.79,226,0
Stygian Dirge,Ultra Rare,#LART-EN058,$1.49,$2.51,30,0
Photon Thrasher,Ultimate Rare,#AP01-EN003,$31.64,$37.61,38,0
Mirror Force,Ultra Rare,#LCKC-EN053,$1.29,$2.05,76,32
Mystic Tomato,Super Rare,#DASA-EN046,$0.49,$0.86,115,0
Qliphort Genius,Ultra Rare,#DUPO-EN095,$0.33,$1.28,176,1
Knightmare Cerberus,Ultra Rare,#MP19-EN026,$1.14,$2.01,85,3
Invocation,Super Rare,#SHVA-EN043,$1.00,$2.25,85,0
Black Rose Moonlight Dragon,Ultra Rare,#LDS2-EN112,$3.00,$3.51,35,0
Madolche Queen Tiaramisu,Ultra Rare,#ABYR-EN048,$9.99,$18.72,66,8
Toadally Awesome,Rare,#MAGO-EN134,$0.96,$2.08,129,4
"Celestia, Lightsworn Angel",Ultra Rare,#LART-EN036,$0.94,$2.34,58,0
Macro Cosmos,Ultra Rare,#RYMP-EN082,$1.60,$3.87,205,10
Jester Confit,Common / Short Print,#SDCL-EN020,$1.49,$2.29,88,0
Darktellarknight Batlamyus,Ultra Rare,#INOV-EN051,$0.70,$2.29,70,0
"Laevatein, Generaider Boss of Shadows",Ultra Rare,#PHHY-EN047,$0.25,$0.66,205,0
Generaider Boss Stage,Secret Rare,#MYFI-EN034,$3.02,$5.34,65,0
Seven Tools of the Bandit,Ultra Rare,#MRD-129,$0.25,$2.67,131,0
Rose Archer,Super Rare,#LC5D-EN098,$3.20,$4.67,24,0
Arcana Triumph Joker,Ultra Rare,#KICO-EN001,$1.05,$2.49,86,0
Advanced Ritual Art,Ultra Rare,#GFP2-EN153,$0.05,$0.40,306,0
Caligo Claw Crow,Rare,#MAGO-EN102,$0.77,$1.00,70,0
Super War-Lion,Secret Rare,#PP02-EN001,$69.98,$112.00,10,0
Black Luster Soldier - Soldier of Chaos (Ultra Pharaoh's Rare),Ultra Pharaoh’s Rare,#MAMA-EN073,$74.34,$111.99,10,0
Wattcobra,Common / Short Print,#PHSW-EN028,$0.10,$0.29,144,0
Odd-Eyes Vortex Dragon (UTR),Ultimate Rare,#DOCS-EN045,$19.90,$22.38,43,0
Blue-Eyes Abyss Dragon,Ultra Rare,#MAMA-EN056,$0.33,$0.65,212,2
Nehshaddoll Genius,Ultra Rare,#GFTP-EN006,$0.99,$1.47,129,0
Swords of Revealing Light,Super Rare,#LOB-101,$0.58,$3.60,151,0
Sky Striker Maneuver - Jamming Waves!,Common / Short Print,#MP19-EN262,$0.70,$0.93,30,0
Photon Sanctuary,Common / Short Print,#OP21-EN019,$0.21,$0.39,82,0
Dark Magician (UTR),Ultimate Rare,#YSYR-EN001,$0.95,$2.72,250,0
Jinzo - Layered,Secret Rare,#DLCS-EN149,$2.68,$3.28,63,0
Creature Swap,Parallel Rare,#HL03-EN002,$3.99,$11.15,25,0
Elemental Hero Lady Heat,Secret Rare,#PP02-EN008,$19.00,$111.35,22,0
Apprentice Illusion Magician,Ultra Rare,#LDS3-EN087,$0.75,$1.05,112,2
Artifact Lancea,Ultra Rare,#DUDE-EN033,$0.50,$0.80,145,3
XX-Saber Gottoms,Secret Rare,#CT06-ENS04,$2.80,$5.85,89,0
Galaxy Expedition,Ultra Rare,#ZTIN-EN017,$3.54,$4.83,81,0
Mystic Tomato,Parallel Rare,#HL03-EN005,$8.99,$18.51,29,0
Gorz the Emissary of Darkness,Ultra Rare,#YR01-EN003,$2.22,$13.88,24,0
